tour_id|tour_user_id|tour_name|tour_description|tour_note|tour_includes|tour_not_includes|tour_starter_point|URL|tour_price|tour_price_note|tour_child_price|tour_viality_from|tour_viality_to|tour_created_at|tour_update_at|tour_days|tour_nights|tour_state|tour_hounsing_type|tour_country_id|tour_housing_name|tour_stock|tour_commision|tour_in_home|tour_is_canatour|tour_blocked|tour_adult_foreigner_price|tour_child_foreigner_price|tour_purchase_time|tour_min_passenger|tour_published_on|tour_name_en|tour_translation_mode|tour_list_price|tour_duration_in_hours|tour_language|tour_start_time|tour_cancellation_policy|tour_reservations_count|tour_city|name of tour operator|tour_distribution|pago nulo|pago aprobado|pago expirado|pago extornado|pago no procesado|pago pendiente|por pagar
34 |25 |Parque Nacional Torres del Paine - Día Completo |<ul><li>Explore el Parque Nacional Torres del Paine y su impresionante belleza natural que incluye las Torres Paine, la Cueva de Milodon, el Lago Sarmiento, los glaciares del Lago Grey, ¡y mucho más!</li></ul> |<ol><li>El tour sale de Puerto Natales.&nbsp;</li><li>Se recomienda usar ropa cómoda y abrigada para esta excursión.&nbsp;</li><li>De abril a septiembre se requiere un mínimo de 2 pasajeros por reserva para esta excursión.</li><li>Durante la temporada baja (de abril a octubre), el almuerzo se reemplazará por un Box Lunch que incluye un aperitivo, un plato principal, una barra de cereales y agua.</li><li>Informar en caso tenga&nbsp;alguna restricción en la dieta.</li></ol> |<ul><li>Traslado de ida y vuelta desde el hotel Puerto Natales,</li><li>Seguro de transporte,&nbsp;</li><li>Guía bilingue,&nbsp;</li><li>Almuerzo o box lunch.</li></ul> |<ul><li>Entrada al Parque Nacional Torres del Paine (CLP 25.000),</li><li>Entrada a la Cueva del Milodon (CLP 7.000),</li><li>Propinas opcionales.</li></ul> |<ul><li>Hoteles dentro del radio urbano de Puerto Natales.</li><li>Temporada:&nbsp;OCTUBRE A MARZO</li><li>Dias de operación: de Lunes a Domingo</li></ul> |parque-nacional-torres-del-paine-dia-completo |112000 | |56000 |2019-07-01 |2022-12-31 |2019-07-09 17:51:32 |2022-01-31 16:41:05 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |112000 |56000 |24 |1 |2019-08-27 |Torres del Paine National Park - Full Day |auto |112000 |NULL |Español |07:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |11 |0 |0 |0 |0 |0 |0
35 |25 |Navegación a los Glaciares Balmaceda y Serrano |<ul><li>Explora los magníficos glaciares Balmaceda y Serrano, navegando por el fiordo Ultima esperanza.&nbsp;</li><li>Visitará el Parque Nacional Bernardo O'Higgins, disfrutará de paradas en bote en el ventisquero Serrano y paseará por el bosque hasta la orilla de la laguna.</li></ul> |<ol><li>Es muy recomendable que use ropa de abrigo.</li><li>Este tour está sujeto a las condiciones climáticas.</li></ol> |<ul><li>Traslado de ida y vuelta desde el hotel Puerto Natales,</li><li>Navegación,</li><li>Refrigerio a bordo (incluye Whisky en las rocas del glaciar),</li><li>Cuota de entrada al Parque Nacional Bernardo O'Higgins,</li></ul> |<ul><li>Propinas opcionales.</li><li>Almuerzo</li></ul> |<ul><li>Hoteles dentro del radio urbano de Puerto Natales.</li><li><b>Temporada: </b>de Octubre a Marzo</li><li><b>Dias de operación: </b>de Lunes a Domingo</li></ul> |navegacion-a-los-glaciares-balmaceda-y-serrano |178400 | |89600 |2019-07-01 |2022-12-31 |2019-07-09 17:51:47 |2022-02-21 12:51:25 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |178400 |89600 |24 |1 |2022-02-21 |Navigation to the Balmaceda and Serrano Glaciers |auto |178400 |NULL |Español |07:30 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |14 |3 |0 |0 |0 |0 |0
36 |25 |Recorrido por la Costa Pacífica - Viña del Mar a Reñaca |<ul><li>Únase a nuestro tour a la costa del Pacífico y explore las ciudades de Viña del Mar, conocida como la "Ciudad Jardín", las animadas playas de Reñaca y el Concón más tranquilo.&nbsp;</li><li>La costa del Pacífico es famosa por sus playas de arena blanca que se extienden hacia el norte a través de los suburbios de Reñaca y Concón y por sus grandes olas que lo convierten en un destino popular entre los surfistas.</li><li>Recomendado tanto en verano como en invierno, este tour es la manera perfecta de explorar las ciudades más famosas de la costa del Pacífico Central.</li></ul> |<ol><li>El recojo desde Valparaiso comienza a las 2:00 pm aprox. de los siguientes hoteles: Ibis Valparaiso y Diego de Almagro Valparaiso.&nbsp;</li><li>La recogida en Viña del Mar comienza a las 14:30 h aproximadamente. de los siguientes hoteles: Hotel Sheraton Miramar, Hotel Panamericana O'Higgins, Gala, Disfrute de Viña del Mar y Marina del Rey.</li><li>Si su hotel no está incluido en nuestra lista de pick-up, debe dirigirse por su cuenta al hotel más cercano.&nbsp;</li><li>Se recomienda usar protector solar, zapatillas de deporte o zapatos sin tacón, chaqueta ligera en verano y chaqueta abrigada en invierno.</li></ol> |<ul><li>Recogida y regreso a los hoteles seleccionados,</li><li>Seguro de transporte,&nbsp;</li><li>Guía bilingüe.</li></ul> |<ul><li>Cuotas de entrada,</li><li>Propinas opcionales.</li></ul> |<ul><li>Pick up desde Viña del Mar:  Sheraton Miramar Hotel, Panamericana Hotel O'Higgins, Gala, Enjoy Viña Del Mar y Marina del Rey.&nbsp;</li><li>Pick up desde Valparaiso: Ibis Valparaiso y Diego de Almagro Valparaiso.</li><li>Dias de operación: de Lunes a Domingo</li></ul> |recorrido-por-la-costa-pacifica-vina-del-mar-a-renaca |61600 | |61600 |2019-07-01 |2022-12-31 |2019-07-09 17:51:56 |2022-01-31 16:52:14 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |61600 |61600 |24 |2 |2019-08-27 |Tour of the Pacific Coast - Viña del Mar to Reñaca |auto |61600 |4 |Español |09:00 |100p-7days |0 |Valparaíso |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
37 |25 |Base de las Torres del Paine |<ul><li>Póngase el desafío de ir de excursión al mirador Torres del Paine y disfrute de la vista única de uno de los lugares más maravillosos del mundo.</li></ul> |<ol><li>Use ropa cómoda y zapatos de trekking.&nbsp;</li><li>Traiga una chaqueta, guantes, gorra, protector solar y bastones de trekking.&nbsp;</li><li>Se recomienda que lleve una mochila pequeña y traiga bocadillos y bebidas adicionales.&nbsp;</li><li>Se requiere un buen estado físico.</li><li>Distancia total: 19 km (ida y vuelta).</li></ol> |<ul><li>Traslado de ida y vuelta desde los hoteles de Puerto Natales,&nbsp;</li><li>guía de montaña en inglés y español,&nbsp;</li><li>Box lunch,&nbsp;</li><li>Agua.</li></ul> |<ul><li>Entrada al Parque Nacional Torres del Paine (CLP 18.000),</li><li>Propinas opcionales.</li></ul> |<ul><li>Hoteles dentro del radio urbano de Puerto Natales</li><li><b>Temporada: </b>de Octubre a Marzo</li></ul> |base-de-las-torres-del-paine |116000 | |NULL |2019-07-01 |2022-12-31 |2019-07-09 17:52:05 |2022-01-31 16:55:00 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |116000 |NULL |24 |1 |2019-08-27 |Base of the Torres del Paine |auto |116000 |NULL |Español |07:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |1 |0 |0 |0 |0 |0 |0
38 |25 |Isla de Pascua: Ahu Akivi y Orongo |<ul><li>Ahorre cuando reserve tres excursiones populares a Isla de Pascua a Ahu Akivi, Orongo y Playa Anakena.&nbsp;</li><li>Visite los famosos sitios ceremoniales para admirar los misteriosos 'moai', gigantes de piedra tallados por los indígenas Rapa Nui, en excursiones de medio día o de día completo disponibles todos los días de la semana.&nbsp;</li><li>Las lecciones de arqueología no son lo único que obtendrás de este paquete con descuento: camina por las colinas volcánicas de Rano Raraku, reflexiona sobre las pinturas de los hombres pájaros en la cueva de Ana Kai Tangata, pasea por las casas de piedra de esquisto de la aldea de Orongo y cava los dedos de los pies en la arena blanca en la playa de Anakena</li></ul> |<ol><li><b>LAS FECHAS ESTÁN SUJETAS A CAMBIOS DÍAS ANTES DE LA LLEGADA SEGÚN CONTINGENCIA</b><br></li><li>Las excursiones pueden ser modificadas o canceladas por las condiciones climáticas.&nbsp;</li><li>Las excursiones deben realizarse en días diferentes.&nbsp;</li><li>El mini tour de la isla de Ahu Akivi y el tour de medio día de Orongo y Rano Kau están disponibles los lunes, miércoles y viernes.&nbsp;</li><li>El tour de día completo de 'Rano Raraku y Anakena Beach, incluido el tour de almuerzo funciona los martes, jueves y sábados.&nbsp;</li><li>Puede elegir qué día tomar cada tour.&nbsp;</li><li>Para las excursiones de Ahu Akivi y Orongo, puede hacer las dos cosas el mismo día, pero recuerde los días de funcionamiento.</li><li>Recomendamos llevar ropa cómoda.&nbsp;</li><li>Los pasajeros que viajen a la Isla de Pascua deben pagar una tarifa de entrada de CLP 56.000 u 80 USD para para visitar el Parque Arqueológico.&nbsp;</li><li>La entrada se debe comprar al llegar a la Oficina de CONAF dentro del Aeropuerto de Mataveri y es válido para toda la estadía.&nbsp;</li><li>Tenga en cuenta que no es posible comprar este boleto en ningún otro lugar y los pasajeros deberán llevarlo consigo cuando realicen nuestros tours.</li><li><b>TARIFAS SIN ENTRADA AL PARQUE RAPA NUI. SE INFORMARÁ MÁS ADELANTE LA MANERA DE ADQUIRIRLA</b><br></li></ol> |<ul><li>Recogida en el hotel y traslado desde los hoteles de la Isla de Pascua,</li><li>Seguro de transporte,</li><li>Mini tour de la isla de Ahu Akivi (lunes, miércoles y viernes) - Orongo y Rano Kau Tour de medio día (lunes, miércoles y viernes),</li><li>Día completo de la isla de Anakena Tour (martes, jueves y sábado),</li><li>Guía bilingüe,</li><li>Almuerzo (solo excursión de un día a la playa de Anakena)</li></ul> |<ul><li>Tarifa de ingreso al Parque Nacional Rapa Nui (ver más abajo),</li><li>Propinas opcionales.</li></ul> |<ul><li>Hoteles dentro del radio urbano de Hanga Roa, Rapa Nui (Isla de Pascua).</li><li><b>Dias de operación: Lunes, Miercoles y Viernes</b></li></ul> |isla-de-pascua-ahu-akivi-y-orongo |70400 | |35200 |2019-07-01 |2022-12-31 |2019-07-09 17:52:24 |2022-06-08 16:50:33 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |70400 |35200 |24 |2 |2022-06-08 |Easter Island: Ahu Akivi and Orongo |auto |70400 |4 |Español |09:30 |100p-24hours |0 |Valparaíso |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |3 |0 |0 |0 |0 |0 |0
39 |25 |Valparaíso en Furgoneta y Ascensor |<ul><li>¡Visita Valparaíso y siente la atmósfera de esta vibrante ciudad! La ciudad fue declarada Patrimonio de la Humanidad por la UNESCO en 2002, por su arquitectura pintoresca y única, con innumerables casas de varios colores repartidas en 40 colinas en una desordenada armonía, que refleja el alma de sus habitantes, llamados "porteños". Durante este recorrido visitaremos los lugares más famosos de la ciudad, como la Plaza Sotomayor, el Cerro Concepción, el Cerro Alegre, entre otros. El recorrido se realiza en una cómoda camioneta de aire acondicionado e incluye un viaje en uno de los 16 ascensores antiguos que aún están en uso</li></ul> |<ol><li>La recogida en Viña del Mar comienza a las 08:30 AM aprox. de los siguientes hoteles: Sheraton Miramar Hotel, Panamericana Hotel O'Higgins, Gala, Enjoy Viña Del Mar y Marina del Rey.&nbsp;</li><li>El servicio de recogida en Valparaiso comienza a las 09:00 AM aprox. de los siguientes hoteles: Ibis Valparaiso y Diego de Almagro Valparaiso.</li><li>Si su hotel no está incluido en nuestra lista de pick-up, debe dirigirse por su cuenta al hotel más cercano.&nbsp;</li><li>Se recomiendan zapatos cómodos para caminar.&nbsp;</li></ol> |<ul><li>Recogida y regreso a los hoteles seleccionados,</li><li>Seguro de transporte,&nbsp;</li><li>Guía bilingüe .</li></ul> |<ul><li>Comidas y bebidas no especificadas en el Itinerario,</li><li>Propinas opcionales.</li></ul> |<ul><li>Pick up desde Viña del Mar:  Sheraton Miramar Hotel, Panamericana Hotel O'Higgins, Gala, Enjoy Viña Del Mar y Marina del Rey.&nbsp;</li><li>Pick up desde Valparaiso: Ibis Valparaiso y Diego de Almagro Valparaiso.</li><li><b>Dias de operación: </b>de Lunes a Domingo</li></ul> |valparaiso-en-furgoneta-y-ascensor |61600 | |61600 |2019-07-01 |2022-12-31 |2019-07-09 17:53:08 |2022-01-31 17:10:41 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |61600 |61600 |24 |2 |2019-08-27 |Valparaíso in Van and Elevator |auto |61600 |4 |Español |09:00 |100p-7days |0 |Valparaíso |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |2 |0 |0 |0 |0 |0 |0
40 |25 |Cascadas Petrohue y Volcán Osorno desde Puerto Varas |<ul><li>Este emocionante eco-tour lo llevará al hermoso Parque Nacional Vicente Pérez Rosales, el rico ecosistema en la desembocadura del río Pescado, las azules y verdes caídas de Petrohue y el impresionante Volcán Osorno, que recuerda el Monte Fuji.</li></ul> |<ol><li>Recomendamos llevar ropa cómoda para esta excursión.</li></ol> |<ul><li>Traslado de ida y vuelta desde los hoteles de Puerto Varas o Puerto Montt.</li><li>Guía bilingüe.</li></ul> |<ul><li>Admisiones en Petrohué Falls (2.500 CLP)</li><li>Alimentos y bebidas,</li><li>Propinas opcionales.</li></ul> |<ul><li>Hoteles dentro del radio urbano de Puerto Montt/Puerto Varas.</li><li>Dias de operación: de Lunes a Domingo</li></ul> |cascadas-petrohue-y-volcan-osorno-desde-puerto-varas |38400 | |19200 |2019-07-01 |2022-12-31 |2019-07-09 17:53:17 |2022-01-31 17:13:13 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |38400 |19200 |24 |1 |2019-08-27 |Petrohue Waterfalls and Osorno Volcano from Puerto Varas |auto |38400 |5 |Español |08:30 |100p-7days |0 |De Los Lagos |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |6 |3 |0 |0 |0 |0 |1
41 |25 |Isla de Chiloé y Playas de Puerto Varas |<ul><li>Descubra la mágica isla de Chiloé, sus hermosos alrededores y sus impresionantes playas.&nbsp;</li><li>Visitarás Ancud, Caulin, Lacuy y el Fuerte de San Antonio.</li></ul> |<ol><li>Es altamente recomendable que use ropa cómoda.</li></ol> |<ul><li>Traslado de ida y vuelta desde Puerto Varas o Puerto Montt Hoteles,</li><li>Viaje en ferry,</li><li>Tour guiado de la isla de Chiloé.</li></ul> |<ul><li>Cuotas de entrada (CLP 9.000),&nbsp;</li><li>Almuerzo,</li><li>Propinas opcionales.</li></ul> |<ul><li>Hoteles dentro del radio urbano de Puerto Montt/Puerto Varas.</li><li><b>Dias de operación:</b> de Lunes a Domingo</li></ul> |isla-de-chiloe-y-playas-de-puerto-varas |51200 | |25600 |2019-07-01 |2022-12-31 |2019-07-09 17:53:42 |2022-01-31 17:15:40 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |51200 |25600 |24 |2 |2019-08-27 |Chiloé Island and Beaches of Puerto Varas |auto |51200 |NULL |Español |08:00 |100p-7days |0 |De Los Lagos |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |1
42 |25 |Misterio de la Isla de Chiloé desde Puerto Varas |<ul><li>Descubre la isla mágica de Chiloé, sus hermosos alrededores, sus iglesias y su exquisita cocina.</li></ul> |<ol><li>Es altamente recomendable que use ropa cómoda.&nbsp;</li></ol> |<ul><li>Traslado de ida y vuelta desde Puerto Varas o Puerto Montt Hoteles,</li><li>Viaje en ferry,&nbsp;</li><li>Guía.</li></ul> |<ul><li>Almuerzo,&nbsp;</li><li>Propinas Opcionales.</li></ul> |<ul><li>Hoteles dentro del radio urbano de Puerto Montt/Puerto Varas.</li><li><b>Dias de operación: de Lunes a Domingo</b></li></ul> |misterio-de-la-isla-de-chiloe-desde-puerto-varas |54400 | |27200 |2019-07-01 |2022-12-31 |2019-07-09 17:53:50 |2022-01-31 17:18:18 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |54400 |27200 |24 |2 |2019-08-27 |Mystery of the Island of Chiloé from Puerto Varas |auto |54400 |NULL |Español |08:00 |100p-7days |0 |De Los Lagos |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |2 |0 |0 |0 |0 |0 |0
43 |25 |Pinguino Rey y Tierra del Fuego Tour |<ul><li>Explore la hermosa Patagonia, viaje en un ferry y conozca la Colonia de los Pingüinos Rey, también descubriendo la Tierra del Fuego; Origen de la cultura selknam.&nbsp;</li><li>Después de cruzar el Estrecho de Magallanes y visitar Porvenir, recorreremos 114 km hacia el este, donde se encuentra el Parque de los Pingüinos Reales, un lugar de avistamiento único donde podremos observar un grupo de aproximadamente 40 especímenes de esta especie a corta distancia.&nbsp;</li><li>Después de 1 hora en el lugar continuaremos nuestro viaje observando el casco de la Estancia Josefina.&nbsp;</li><li>También visitaremos el pueblo de Cerro Sombrero.&nbsp;</li><li>Finalmente cruzaremos de nuevo el estrecho de Magallanes.</li></ul> |<ol><li>Use ropa cómoda, abrigada y zapatos o botas de trekking.&nbsp;</li><li>Por favor traiga una chaqueta o suéter, bufanda, gorra, lentes de sol y agua.&nbsp;</li><li>Se requiere el nombre, número, fecha de caducidad y país del pasaporte al momento de la reserva para todos los participantes.</li><li>El tour está sujeto a las condiciones climáticas.</li><li>Este tour no funciona el 25 de diciembre ni el 1 de enero.&nbsp;</li><li>Hay una tarifa de entrada que debe pagar directamente en el destino, que cuesta <b>12,000 </b>CLP como entrada para el Parque King Penguin.</li><li>Habrá tiempo para un almuerzo tradicional chileno (comidas no incluidas).</li></ol> |<ul><li>Traslado desde / hacia el Hotel Punta Arenas,&nbsp;</li><li>Guía de turismo inglés / español,</li><li>Boletos de ferry,&nbsp;</li><li>Entrada al museo Porvenir (basado en las culturas de Tierra del Fuego).</li></ul> |<ul><li>Transferencias desde el aeropuerto,&nbsp;</li><li>Propinas opcionales,</li><li>Almuerzo,&nbsp;</li><li>Tarifa de entrada al Parque Nacional King Penguin (12.000 CLP)</li></ul> |<ul><li>Hoteles dentro del radio urbano de Punta Arenas.</li><li><b>Temporada: </b>de OCTUBRE A MARZO</li><li><b>Dias de operación: </b>JUE - VIE - SAB - DOM</li></ul> |pinguino-rey-y-tierra-del-fuego-tour |117600 | |117600 |2019-07-01 |2022-12-31 |2019-07-09 17:54:03 |2022-01-31 17:20:24 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |117600 |117600 |24 |1 |2019-08-27 |King Penguin and Tierra del Fuego Tour |auto |117600 |NULL |Español |07:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |2 |0 |1 |1 |0 |0 |1
44 |25 |Tour en Bicicleta en Puerto Natales |<ul><li>Viaja en bicicleta mientras nuestro guía le cuenta la historia de la ciudad más austral del continente americano.</li><li>Hermosas vistas, tranquilidad y deporte son parte de este tour único.</li><li>Puerto Natales está ubicado en la costa del canal Señoret, entre el golfo Almirante Montt y el fiordo Última Esperanza.&nbsp;</li></ul> |<ol><li>El tour sale de la ciudad de Puerto Natales.</li><li>Por razones de seguridad, se permite un máximo de 8 personas.</li></ol> |<ul><li>Recojo en el hotel y traslado desde los hoteles de Puerto Natales,</li><li>Bicicleta de MTB especializada,&nbsp;</li><li>Casco,</li><li>Binoculares,&nbsp;</li><li>Tour guiado en bicicleta.</li></ul> |<ul><li>Propinas opcionales,</li><li>Comidas y bebidas no especificadas.</li></ul> |<ul><li>Hoteles dentro del radio urbano de Puero Natales.</li><li><b>Temporada:</b> de Octubre a Marzo</li><li><b>Dias de operación: </b>de Lunes a Domingo</li></ul> |tour-en-bicicleta-en-puerto-natales |43200 | |43200 |2019-07-01 |2022-12-31 |2019-07-09 17:54:22 |2022-01-31 17:27:49 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |43200 |43200 |24 |2 |2019-08-27 |Bicycle Tour in Puerto Natales |auto |43200 |3 |Español |15:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
45 |25 |Valle de Casablanca: Viñedos Matetic |<ul><li>Matetic Vineyards es un lugar mágico e inspirador que combina la producción orgánica de vinos elaborados de alta calidad y experiencias turísticas en torno a las uvas de vino.</li></ul> |<ol><li>Si se hospeda en Hilton (Aeropuerto), Holiday Inn (Aeropuerto), Diego de Almagro (Aeropuerto), Manquehue (Aeropuerto), Radisson Petra (La Dehesa) o Mercure (Ciudad Empresarial, Quilicura), debe contactar a uno de nuestra selección.&nbsp;</li><li>Subir zonas ubicadas en el centro, Providencia o Las Condes.&nbsp;</li></ol> |<ul><li>Recogida en el hotel y traslado desde los hoteles de Santiago,</li><li>Seguro de transporte,</li><li>Guía bilingüe,</li><li>Cata de vinos,&nbsp;</li><li>Tarifa de entrada.</li></ul> |<ul><li>Comidas y bebidas no especificadas,</li><li>Propinas opcionales.</li></ul> |<ul><li>Hoteles ubicados en Santiago centro, Providencia, Las Condes, Vitacura y ciudad de Santiago.</li><li>Ubicado en el Valle de San Antonio, a solo 1 hora y 20 minutos de Santiago ya 45 minutos de Valparaíso y la costa central.&nbsp;</li><li>Lo invitamos a empaparse del mundo del vino, con una vista panorámica de nuestros viñedos, donde podrá disfrutar de un entretenido recorrido. Con degustación de la bodega Matetic y sus instalaciones, complementando su visita con atractivas excursiones que lo llevarán a descubrir la esencia de Valle Rosario.&nbsp;</li><li>La bodega de Matética es el escenario perfecto para aprender más sobre sus vinos y su proceso biodinámico, una característica esencial de Matetic. Viñedos.&nbsp;</li><li><b>Dias de operación: de Martes a Domingo</b></li></ul> |valle-de-casablanca-vinedos-matetic |73600 | |48000 |2019-07-01 |2022-12-31 |2019-07-09 17:54:31 |2022-01-31 17:34:11 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |73600 |48000 |24 |2 |2019-08-27 |Casablanca Valley: Matetic Vineyards |auto |73600 |6 |Español |08:00 |100p-7days |0 |Metropolitana De Santiago |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
46 |25 |2 en 1:City Tour Santiago y Un Día Viña del Mar y Valparaiso |<ul><li>Durante este recorrido, vea cómo el rico patrimonio cultural de Chile cobra vida a través de los símbolos icónicos de la ciudad, como la Plaza de Armas (Plaza Mayor), el Cerro Santa Lucía, La Moneda (Palacio de Gobierno), la Oficina de Correos y el Metropolitano de Santiago. Catedral, con sus vistas únicas de la ciudad.&nbsp;</li><li>Al día siguiente, disfrute de las mejores cosas de la vida mientras viaja a lo largo de la costa central de Chile para visitar el Puerto Patrimonial de Valparaíso, declarado en 2003 por la UNESCO como Patrimonio de la Humanidad, es la ciudad más activa de Chile, llena de artistas, poetas y restaurantes.</li></ul> |<ol><li>Como algunas áreas pueden ser frías, recomendamos traer un suéter para la excursión.</li><li>Si se hospeda en Hilton (Aeropuerto), Holiday Inn (Aeropuerto), Diego de Almagro (Aeropuerto), Manquehue (Aeropuerto), Radisson Petra (La Dehesa) o Mercure (Ciudad Empresarial, Quilicura) debe llegar a una de nuestras zonas de recogida ubicadas en el centro, Providencia o Las Condes.</li></ol> |<ul><li>Recogida en el hotel y traslado desde los hoteles de Santiago,</li><li>Seguro de transporte,</li><li>Guía bilingüe.</li></ul> |<ul><li>Ida y retorno al&nbsp;Aeropuerto Internacional de Santiago,</li><li>Alimentos y bebidas selectas,</li><li>Comidas y bebidas no especificadas en el Itinerario,&nbsp;</li><li>Propinas opcionales.</li></ul> |<ul><li>Hoteles ubicados en Santiago centro, Providencia, Las Condes, Vitacura y Ciudad de Santiago.</li><li><b>Recuerde que estos dos recorridos deben realizarse en 2 fechas diferentes</b><br></li><li><b>Recuerde que en ambos casos, el punto de partida es desde Santiago tal y como indica el primer punto.</b></li><li><b>Dias de operación: De Lunes a Domingo</b></li></ul> |2-en-1-city-tour-santiago-y-un-dia-vina-del-mar-y-valparaiso |140800 | |70400 |2019-07-01 |2022-12-31 |2019-07-09 17:54:45 |2022-01-31 17:40:43 |2 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |140800 |70400 |24 |2 |2019-08-27 |2 in 1: City Tour Santiago and One Day Viña del Mar and Valparaiso |auto |140800 |7 |Español,Inglés |08:00 |100p-7days |0 |Metropolitana De Santiago |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |-1 |1 |0 |0 |0 |0 |0
47 |25 |Excursión por la Costa y City Tour de Santiago |<ul><li>Descubra las atracciones clásicas de Santiago en este tour guiado de 3 horas que sale del muelle de Valparaíso.&nbsp;</li><li>Experimente el rico patrimonio cultural de Chile a través de los monumentos de la ciudad, como la Plaza de Armas (la plaza principal), el Cerro Santa Lucía, La Moneda (el Palacio de Gobierno), la Oficina de Correos, el Club Hipico (Club de Equitación) y la Catedral Metropolitana de Santiago.</li><li>Diríjase al Cerro San Cristóbal, una colina que se eleva a casi 1,000 pies sobre Santiago en el parque más grande de la ciudad.&nbsp;</li><li>En la cima de la colina encontrará una iglesia y una impresionante estatua de la Virgen María de 72 pies de altura</li></ul> | |<ul><li>Recogida en el puerto de Valparaíso,&nbsp;</li><li>Entrega del aeropuerto o hotel de Santiago,</li><li>Seguro de transporte,</li><li>City Tour de Santiago clasico.</li></ul> |<ul><li>Comidas y bebidas no especificadas en el Itinerario,&nbsp;</li><li>Propinas opcionales.</li></ul> |<ul><li>Puerto de Valparaiso.</li><li>Dias de operación: de Lunes a domingo</li><li>Temporada: todo el año</li></ul> |excursion-por-la-costa-y-city-tour-de-santiago |140800 | |70400 |2019-07-01 |2022-12-31 |2019-07-09 17:55:04 |2022-01-31 18:15:22 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |140800 |70400 |24 |2 |2019-08-27 |Santiago Shore Excursion and City Tour |auto |140800 |7 |Español |09:00 |100p-7days |0 |Metropolitana De Santiago |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
